,y,x1,x2,x3,x4,x5
sample_9323,0.196,0.325,0.345,0.445,0.729,0.606
sample_9324,0.196,0.336,0.357,0.44,0.732,0.606
sample_9325,0.196,0.344,0.335,0.437,0.742,0.612
sample_9326,0.196,0.342,0.322,0.432,0.74,0.611
sample_9327,0.196,0.339,0.331,0.428,0.741,0.6
sample_9328,0.196,0.339,0.346,0.429,0.738,0.599
sample_9329,0.196,0.344,0.354,0.432,0.728,0.601
sample_9330,0.196,0.345,0.345,0.434,0.713,0.595
sample_9331,0.196,0.343,0.341,0.437,0.746,0.6
sample_9332,0.196,0.341,0.349,0.433,0.759,0.603
sample_9333,0.196,0.34,0.334,0.427,0.728,0.609
sample_9334,0.196,0.342,0.347,0.43,0.722,0.607
sample_9335,0.196,0.34,0.345,0.437,0.734,0.608
sample_9336,0.196,0.341,0.332,0.45,0.732,0.605
sample_9337,0.196,0.337,0.346,0.458,0.732,0.591
sample_9338,0.196,0.334,0.336,0.464,0.732,0.599
sample_9339,0.196,0.336,0.331,0.466,0.731,0.605
sample_9340,0.196,0.336,0.341,0.464,0.731,0.598
sample_9341,0.102,0.337,0.346,0.467,0.738,0.599
sample_9342,0.102,0.339,0.342,0.475,0.739,0.597
sample_9343,0.102,0.341,0.318,0.478,0.725,0.612
sample_9344,0.102,0.346,0.34,0.477,0.708,0.61
sample_9345,0.102,0.352,0.344,0.474,0.734,0.599
sample_9346,0.102,0.347,0.336,0.48,0.742,0.602
sample_9347,0.102,0.338,0.338,0.489,0.737,0.604
sample_9348,0.102,0.334,0.334,0.491,0.717,0.606
sample_9349,0.102,0.33,0.356,0.485,0.731,0.606
sample_9350,0.102,0.323,0.35,0.474,0.747,0.607
sample_9351,0.102,0.318,0.326,0.472,0.712,0.612
sample_9352,0.102,0.312,0.325,0.476,0.716,0.62
sample_9353,0.102,0.302,0.337,0.472,0.731,0.614
sample_9354,0.102,0.295,0.33,0.466,0.712,0.609
sample_9355,0.102,0.289,0.339,0.459,0.715,0.603
sample_9356,0.102,0.248,0.284,0.445,0.755,0.62
sample_9357,0.102,0.208,0.189,0.437,0.76,0.631
sample_9358,0.102,0.215,0.186,0.431,0.731,0.615
sample_9359,0.102,0.224,0.178,0.426,0.72,0.62
sample_9360,0.102,0.234,0.175,0.439,0.727,0.607
sample_9361,0.115,0.243,0.171,0.459,0.731,0.601
sample_9362,0.115,0.247,0.162,0.472,0.745,0.603
sample_9363,0.115,0.246,0.187,0.493,0.724,0.589
sample_9364,0.115,0.246,0.177,0.507,0.707,0.595
sample_9365,0.115,0.248,0.167,0.523,0.74,0.593
sample_9366,0.115,0.252,0.18,0.54,0.755,0.588
sample_9367,0.115,0.256,0.183,0.55,0.721,0.599
sample_9368,0.115,0.259,0.187,0.563,0.709,0.593
sample_9369,0.115,0.261,0.187,0.575,0.714,0.585
sample_9370,0.115,0.263,0.189,0.585,0.713,0.583
sample_9371,0.115,0.265,0.178,0.606,0.733,0.6
sample_9372,0.115,0.267,0.152,0.636,0.738,0.621
sample_9373,0.115,0.277,0.157,0.66,0.707,0.609
sample_9374,0.115,0.289,0.179,0.673,0.708,0.599
sample_9375,0.115,0.29,0.187,0.689,0.712,0.594
sample_9376,0.115,0.289,0.176,0.702,0.705,0.598
sample_9377,0.115,0.289,0.163,0.702,0.736,0.604
sample_9378,0.115,0.289,0.169,0.719,0.724,0.596
sample_9379,0.115,0.29,0.16,0.729,0.731,0.593
sample_9380,0.115,0.295,0.15,0.737,0.728,0.596
sample_9381,0.0272,0.4,0.259,0.777,0.722,0.585
sample_9382,0.0272,0.523,0.418,0.827,0.723,0.556
sample_9383,0.0272,0.523,0.479,0.84,0.72,0.565
sample_9384,0.0272,0.511,0.494,0.848,0.73,0.589
sample_9385,0.0272,0.503,0.493,0.841,0.708,0.593
sample_9386,0.0272,0.497,0.504,0.824,0.733,0.607
sample_9387,0.0272,0.49,0.522,0.8,0.726,0.615
sample_9388,0.0272,0.487,0.528,0.756,0.708,0.605
sample_9389,0.0272,0.486,0.529,0.737,0.723,0.598
sample_9390,0.0272,0.484,0.52,0.733,0.728,0.602
sample_9391,0.0272,0.486,0.505,0.738,0.711,0.608
sample_9392,0.0272,0.485,0.489,0.734,0.707,0.611
sample_9393,0.0272,0.483,0.495,0.727,0.737,0.6
sample_9394,0.0272,0.475,0.493,0.721,0.765,0.603
sample_9395,0.0272,0.474,0.49,0.719,0.752,0.61
sample_9396,0.0272,0.484,0.49,0.718,0.73,0.61
sample_9397,0.0272,0.492,0.507,0.71,0.73,0.607
sample_9398,0.0272,0.497,0.529,0.695,0.726,0.604
sample_9399,0.0272,0.503,0.521,0.689,0.745,0.604
sample_9400,0.0272,0.503,0.521,0.689,0.726,0.598
sample_9401,0.285,0.491,0.519,0.677,0.745,0.604
sample_9402,0.285,0.488,0.508,0.658,0.764,0.608
sample_9403,0.285,0.485,0.508,0.642,0.739,0.603
sample_9404,0.285,0.475,0.511,0.631,0.713,0.605
sample_9405,0.285,0.472,0.511,0.624,0.702,0.604
sample_9406,0.285,0.474,0.506,0.629,0.715,0.609
sample_9407,0.285,0.47,0.515,0.637,0.711,0.605
sample_9408,0.285,0.465,0.508,0.641,0.747,0.597
sample_9409,0.285,0.467,0.515,0.643,0.759,0.594
sample_9410,0.285,0.466,0.504,0.642,0.741,0.607
sample_9411,0.285,0.464,0.498,0.648,0.748,0.606
sample_9412,0.285,0.466,0.51,0.663,0.759,0.596
sample_9413,0.285,0.463,0.504,0.672,0.744,0.599
sample_9414,0.285,0.457,0.493,0.675,0.743,0.608
sample_9415,0.285,0.452,0.514,0.655,0.74,0.608
sample_9416,0.285,0.451,0.516,0.623,0.72,0.616
sample_9417,0.285,0.451,0.512,0.605,0.724,0.617
sample_9418,0.285,0.453,0.527,0.591,0.757,0.601
sample_9419,0.285,0.456,0.527,0.565,0.737,0.603
sample_9420,0.285,0.458,0.521,0.544,0.719,0.606
sample_9421,0.372,0.461,0.522,0.539,0.729,0.606
sample_9422,0.372,0.459,0.512,0.537,0.737,0.596
sample_9423,0.372,0.457,0.502,0.53,0.742,0.593
sample_9424,0.372,0.456,0.5,0.525,0.729,0.597
sample_9425,0.372,0.459,0.518,0.521,0.718,0.601
sample_9426,0.372,0.462,0.529,0.516,0.719,0.604
sample_9427,0.372,0.463,0.517,0.508,0.723,0.6
sample_9428,0.372,0.466,0.528,0.501,0.712,0.593
sample_9429,0.372,0.463,0.521,0.497,0.732,0.601
sample_9430,0.372,0.463,0.499,0.496,0.733,0.61
sample_9431,0.372,0.461,0.494,0.492,0.773,0.61
sample_9432,0.372,0.46,0.491,0.495,0.776,0.607
sample_9433,0.372,0.464,0.499,0.503,0.758,0.604
sample_9434,0.372,0.474,0.515,0.504,0.722,0.598
sample_9435,0.372,0.479,0.527,0.511,0.701,0.59
sample_9436,0.372,0.477,0.523,0.522,0.725,0.591
sample_9437,0.372,0.476,0.518,0.523,0.739,0.594
sample_9438,0.372,0.476,0.51,0.526,0.749,0.602
sample_9439,0.372,0.472,0.495,0.534,0.746,0.606
sample_9440,0.372,0.473,0.515,0.538,0.724,0.598
sample_9441,0.129,0.478,0.525,0.534,0.718,0.603
sample_9442,0.129,0.479,0.517,0.533,0.74,0.607
sample_9443,0.129,0.479,0.515,0.538,0.736,0.605
sample_9444,0.129,0.482,0.521,0.544,0.739,0.596
sample_9445,0.129,0.488,0.513,0.553,0.744,0.594
sample_9446,0.129,0.491,0.508,0.561,0.737,0.607
sample_9447,0.129,0.492,0.522,0.569,0.713,0.606
sample_9448,0.129,0.493,0.5,0.583,0.736,0.608
sample_9449,0.129,0.494,0.509,0.585,0.747,0.605
sample_9450,0.129,0.495,0.52,0.582,0.726,0.604
sample_9451,0.129,0.499,0.501,0.58,0.736,0.611
sample_9452,0.129,0.504,0.509,0.579,0.738,0.601
sample_9453,0.129,0.505,0.527,0.586,0.739,0.591
sample_9454,0.129,0.504,0.524,0.601,0.722,0.585
sample_9455,0.129,0.504,0.522,0.609,0.71,0.589
sample_9456,0.129,0.507,0.513,0.612,0.723,0.599
sample_9457,0.129,0.503,0.508,0.624,0.722,0.601
sample_9458,0.129,0.502,0.513,0.636,0.717,0.605
sample_9459,0.129,0.506,0.502,0.632,0.725,0.613
sample_9460,0.129,0.505,0.492,0.628,0.743,0.62
sample_9461,0.122,0.502,0.509,0.633,0.733,0.612
sample_9462,0.122,0.5,0.516,0.63,0.732,0.603
sample_9463,0.122,0.504,0.509,0.627,0.729,0.596
sample_9464,0.122,0.503,0.489,0.622,0.735,0.608
sample_9465,0.122,0.444,0.437,0.611,0.741,0.617
sample_9466,0.122,0.386,0.39,0.596,0.749,0.6
sample_9467,0.122,0.392,0.363,0.592,0.745,0.604
sample_9468,0.122,0.395,0.348,0.589,0.732,0.614
sample_9469,0.122,0.396,0.325,0.595,0.729,0.616
sample_9470,0.122,0.39,0.338,0.612,0.753,0.603
sample_9471,0.122,0.383,0.344,0.629,0.74,0.608
sample_9472,0.122,0.374,0.342,0.636,0.735,0.607
sample_9473,0.122,0.366,0.354,0.637,0.74,0.597
sample_9474,0.122,0.37,0.333,0.635,0.732,0.606
sample_9475,0.122,0.378,0.336,0.627,0.703,0.612
sample_9476,0.122,0.386,0.333,0.63,0.727,0.611
sample_9477,0.122,0.389,0.34,0.643,0.762,0.601
sample_9478,0.122,0.392,0.341,0.658,0.729,0.598
sample_9479,0.122,0.393,0.32,0.661,0.704,0.605
sample_9480,0.122,0.393,0.346,0.66,0.707,0.597
sample_9481,0.12,0.393,0.352,0.664,0.719,0.598
sample_9482,0.12,0.393,0.326,0.669,0.756,0.606
sample_9483,0.12,0.391,0.336,0.675,0.773,0.596
sample_9484,0.12,0.389,0.34,0.671,0.723,0.602
sample_9485,0.12,0.386,0.325,0.666,0.724,0.618
sample_9486,0.12,0.38,0.342,0.67,0.756,0.611
sample_9487,0.12,0.373,0.36,0.663,0.74,0.609
sample_9488,0.12,0.365,0.347,0.646,0.725,0.61
sample_9489,0.12,0.362,0.337,0.635,0.725,0.608
sample_9490,0.12,0.365,0.352,0.628,0.728,0.605
sample_9491,0.12,0.363,0.35,0.621,0.743,0.609
sample_9492,0.12,0.362,0.333,0.616,0.724,0.614
sample_9493,0.12,0.362,0.342,0.615,0.735,0.601
sample_9494,0.12,0.361,0.36,0.619,0.757,0.603
sample_9495,0.12,0.356,0.363,0.624,0.75,0.605
sample_9496,0.12,0.354,0.349,0.619,0.741,0.603
sample_9497,0.12,0.355,0.327,0.621,0.723,0.617
sample_9498,0.12,0.351,0.344,0.612,0.74,0.607
sample_9499,0.12,0.348,0.352,0.599,0.72,0.599
sample_9500,0.12,0.346,0.348,0.594,0.719,0.594
sample_9501,0.258,0.34,0.35,0.583,0.731,0.595
sample_9502,0.258,0.343,0.341,0.576,0.752,0.605
sample_9503,0.258,0.349,0.354,0.571,0.766,0.6
sample_9504,0.258,0.35,0.344,0.559,0.753,0.61
sample_9505,0.258,0.351,0.323,0.562,0.742,0.613
sample_9506,0.258,0.35,0.336,0.565,0.738,0.603
sample_9507,0.258,0.349,0.351,0.562,0.706,0.597
sample_9508,0.258,0.346,0.357,0.555,0.695,0.599
sample_9509,0.258,0.347,0.34,0.555,0.724,0.604
sample_9510,0.258,0.35,0.317,0.563,0.753,0.604
sample_9511,0.258,0.349,0.332,0.558,0.773,0.607
sample_9512,0.258,0.349,0.351,0.551,0.743,0.601
sample_9513,0.258,0.351,0.355,0.553,0.749,0.597
sample_9514,0.258,0.355,0.339,0.551,0.766,0.61
sample_9515,0.258,0.358,0.319,0.545,0.698,0.615
sample_9516,0.258,0.36,0.342,0.551,0.631,0.596
sample_9517,0.258,0.358,0.354,0.556,0.703,0.584
sample_9518,0.258,0.356,0.344,0.557,0.75,0.587
sample_9519,0.258,0.354,0.336,0.554,0.741,0.599
sample_9520,0.258,0.35,0.326,0.547,0.742,0.615
sample_9521,0.221,0.351,0.333,0.541,0.742,0.615
sample_9522,0.221,0.355,0.344,0.535,0.763,0.607
sample_9523,0.221,0.356,0.354,0.524,0.794,0.599
sample_9524,0.221,0.361,0.338,0.519,0.771,0.6
sample_9525,0.221,0.361,0.337,0.513,0.706,0.599
sample_9526,0.221,0.36,0.359,0.506,0.69,0.596
sample_9527,0.221,0.364,0.366,0.502,0.719,0.598
sample_9528,0.221,0.365,0.344,0.499,0.736,0.605
sample_9529,0.221,0.368,0.337,0.5,0.729,0.606
sample_9530,0.221,0.369,0.361,0.507,0.746,0.601
sample_9531,0.221,0.366,0.34,0.515,0.771,0.604
sample_9532,0.221,0.364,0.315,0.516,0.742,0.606
sample_9533,0.221,0.358,0.33,0.516,0.705,0.601
sample_9534,0.221,0.354,0.336,0.511,0.67,0.604
sample_9535,0.221,0.355,0.324,0.51,0.694,0.61
sample_9536,0.221,0.357,0.323,0.506,0.737,0.61
sample_9537,0.221,0.355,0.33,0.495,0.748,0.609
sample_9538,0.221,0.354,0.344,0.489,0.749,0.599
sample_9539,0.221,0.352,0.345,0.483,0.719,0.593
sample_9540,0.221,0.351,0.348,0.472,0.693,0.6
sample_9541,0.254,0.352,0.336,0.465,0.722,0.606
sample_9542,0.254,0.356,0.328,0.464,0.785,0.604
sample_9543,0.254,0.358,0.353,0.456,0.802,0.59
sample_9544,0.254,0.357,0.359,0.446,0.764,0.584
sample_9545,0.254,0.355,0.36,0.441,0.728,0.59
sample_9546,0.254,0.353,0.352,0.443,0.703,0.599
sample_9547,0.254,0.353,0.342,0.45,0.717,0.599
sample_9548,0.254,0.353,0.328,0.465,0.746,0.602
sample_9549,0.254,0.352,0.337,0.472,0.744,0.599
sample_9550,0.254,0.348,0.344,0.476,0.748,0.6
sample_9551,0.254,0.344,0.336,0.48,0.743,0.607
sample_9552,0.254,0.342,0.347,0.478,0.751,0.607
sample_9553,0.254,0.344,0.326,0.473,0.743,0.616
sample_9554,0.254,0.345,0.336,0.467,0.725,0.613
sample_9555,0.254,0.343,0.336,0.467,0.747,0.604
sample_9556,0.254,0.345,0.334,0.472,0.741,0.6
sample_9557,0.254,0.344,0.343,0.479,0.732,0.596
sample_9558,0.254,0.344,0.319,0.479,0.75,0.607
sample_9559,0.254,0.349,0.333,0.478,0.746,0.61
sample_9560,0.254,0.352,0.336,0.487,0.742,0.601
sample_9561,0.117,0.357,0.336,0.5,0.729,0.592
sample_9562,0.117,0.359,0.344,0.51,0.716,0.595
sample_9563,0.117,0.36,0.341,0.515,0.712,0.6
sample_9564,0.117,0.362,0.362,0.525,0.733,0.592
sample_9565,0.117,0.359,0.358,0.526,0.746,0.602
sample_9566,0.117,0.356,0.336,0.515,0.755,0.612
sample_9567,0.117,0.356,0.319,0.514,0.763,0.613
sample_9568,0.117,0.354,0.338,0.513,0.743,0.602
sample_9569,0.117,0.354,0.366,0.51,0.718,0.595
sample_9570,0.117,0.356,0.354,0.508,0.728,0.604
sample_9571,0.117,0.356,0.338,0.506,0.739,0.608
sample_9572,0.117,0.356,0.348,0.502,0.714,0.606
sample_9573,0.117,0.355,0.358,0.504,0.723,0.603
sample_9574,0.117,0.352,0.358,0.51,0.749,0.604
sample_9575,0.117,0.351,0.345,0.513,0.764,0.605
sample_9576,0.117,0.348,0.345,0.515,0.739,0.604
sample_9577,0.117,0.346,0.345,0.513,0.715,0.602
sample_9578,0.117,0.346,0.341,0.511,0.712,0.598
sample_9579,0.117,0.341,0.357,0.506,0.733,0.59
sample_9580,0.117,0.341,0.357,0.498,0.721,0.593
sample_9581,0.185,0.349,0.349,0.498,0.723,0.601
sample_9582,0.185,0.351,0.354,0.495,0.746,0.604
sample_9583,0.185,0.35,0.349,0.489,0.734,0.605
sample_9584,0.185,0.355,0.323,0.485,0.697,0.607
sample_9585,0.185,0.358,0.336,0.485,0.691,0.603
sample_9586,0.185,0.355,0.356,0.495,0.748,0.592
sample_9587,0.185,0.354,0.348,0.507,0.766,0.595
sample_9588,0.185,0.356,0.334,0.512,0.756,0.598
sample_9589,0.185,0.35,0.322,0.514,0.738,0.605
sample_9590,0.185,0.345,0.337,0.511,0.705,0.603
sample_9591,0.185,0.34,0.362,0.507,0.675,0.595
sample_9592,0.185,0.339,0.355,0.503,0.688,0.605
sample_9593,0.185,0.343,0.335,0.5,0.714,0.616
sample_9594,0.185,0.347,0.33,0.491,0.752,0.614
sample_9595,0.185,0.349,0.351,0.478,0.736,0.603
sample_9596,0.185,0.349,0.345,0.482,0.701,0.602
sample_9597,0.185,0.348,0.336,0.486,0.737,0.6
sample_9598,0.185,0.35,0.358,0.487,0.71,0.59
sample_9599,0.185,0.354,0.345,0.486,0.719,0.604
sample_9600,0.185,0.359,0.341,0.476,0.727,0.613
sample_9601,0.197,0.363,0.357,0.474,0.701,0.598
sample_9602,0.197,0.366,0.353,0.477,0.75,0.593
sample_9603,0.197,0.367,0.345,0.483,0.708,0.595
sample_9604,0.197,0.365,0.346,0.493,0.688,0.591
sample_9605,0.197,0.361,0.355,0.494,0.765,0.59
sample_9606,0.197,0.359,0.357,0.489,0.759,0.597
sample_9607,0.197,0.359,0.349,0.481,0.711,0.605
sample_9608,0.197,0.359,0.332,0.482,0.673,0.618
sample_9609,0.197,0.359,0.327,0.479,0.693,0.621
sample_9610,0.197,0.354,0.346,0.475,0.726,0.604
sample_9611,0.197,0.35,0.348,0.475,0.765,0.6
sample_9612,0.197,0.352,0.324,0.475,0.795,0.611
sample_9613,0.197,0.355,0.325,0.468,0.743,0.613
sample_9614,0.197,0.357,0.328,0.462,0.702,0.615
sample_9615,0.197,0.361,0.342,0.467,0.701,0.602
sample_9616,0.197,0.365,0.358,0.469,0.678,0.59
sample_9617,0.197,0.367,0.339,0.472,0.699,0.599
sample_9618,0.197,0.366,0.327,0.474,0.797,0.599
sample_9619,0.197,0.362,0.346,0.477,0.825,0.594
sample_9620,0.197,0.356,0.335,0.486,0.772,0.606
sample_9621,0.123,0.351,0.332,0.49,0.714,0.616
sample_9622,0.123,0.348,0.341,0.488,0.679,0.61
sample_9623,0.123,0.343,0.343,0.478,0.715,0.608
sample_9624,0.123,0.341,0.348,0.463,0.766,0.609
sample_9625,0.123,0.344,0.354,0.453,0.807,0.607
sample_9626,0.123,0.348,0.348,0.445,0.824,0.607
sample_9627,0.123,0.348,0.339,0.446,0.756,0.601
sample_9628,0.123,0.348,0.343,0.455,0.669,0.601
sample_9629,0.123,0.348,0.327,0.466,0.659,0.607
sample_9630,0.123,0.347,0.343,0.478,0.748,0.595
sample_9631,0.123,0.344,0.338,0.47,0.784,0.604
sample_9632,0.123,0.341,0.319,0.455,0.734,0.619
sample_9633,0.123,0.338,0.325,0.461,0.721,0.617
sample_9634,0.123,0.336,0.353,0.467,0.746,0.599
sample_9635,0.123,0.357,0.351,0.467,0.76,0.593
sample_9636,0.123,0.41,0.34,0.475,0.755,0.59
sample_9637,0.123,0.461,0.34,0.484,0.736,0.586
sample_9638,0.123,0.482,0.336,0.521,0.756,0.586
sample_9639,0.123,0.468,0.354,0.58,0.797,0.58
sample_9640,0.123,0.44,0.341,0.616,0.77,0.595
sample_9641,0.0351,0.414,0.323,0.624,0.717,0.611
sample_9642,0.0351,0.385,0.332,0.611,0.685,0.614
sample_9643,0.0351,0.356,0.351,0.599,0.71,0.61
sample_9644,0.0351,0.339,0.353,0.586,0.752,0.614
sample_9645,0.0351,0.335,0.345,0.565,0.774,0.62
sample_9646,0.0351,0.338,0.343,0.526,0.758,0.62
sample_9647,0.0351,0.351,0.331,0.504,0.723,0.62
sample_9648,0.0351,0.375,0.336,0.504,0.697,0.605
sample_9649,0.0351,0.404,0.346,0.508,0.707,0.595
sample_9650,0.0351,0.429,0.327,0.514,0.717,0.605
sample_9651,0.0351,0.555,0.386,0.545,0.739,0.594
sample_9652,0.0351,0.687,0.48,0.624,0.767,0.576
sample_9653,0.0351,0.684,0.494,0.701,0.744,0.576
sample_9654,0.0351,0.676,0.499,0.75,0.726,0.589
sample_9655,0.0351,0.67,0.515,0.792,0.733,0.59
sample_9656,0.0351,0.665,0.509,0.794,0.704,0.593
sample_9657,0.0351,0.657,0.503,0.771,0.762,0.598
sample_9658,0.0351,0.643,0.52,0.769,0.779,0.593
sample_9659,0.0351,0.627,0.525,0.765,0.707,0.599
sample_9660,0.0351,0.613,0.518,0.745,0.707,0.613
sample_9661,0.114,0.601,0.514,0.738,0.729,0.613
sample_9662,0.114,0.593,0.517,0.729,0.754,0.605
sample_9663,0.114,0.587,0.514,0.709,0.731,0.608
sample_9664,0.114,0.584,0.522,0.682,0.71,0.603
sample_9665,0.114,0.581,0.526,0.663,0.717,0.594
sample_9666,0.114,0.578,0.531,0.644,0.721,0.594
sample_9667,0.114,0.578,0.531,0.625,0.718,0.599
sample_9668,0.114,0.583,0.512,0.617,0.716,0.606
sample_9669,0.114,0.585,0.509,0.608,0.714,0.599
sample_9670,0.114,0.586,0.51,0.598,0.731,0.604
sample_9671,0.114,0.586,0.51,0.595,0.73,0.61
sample_9672,0.114,0.588,0.525,0.59,0.74,0.598
sample_9673,0.114,0.592,0.516,0.588,0.732,0.608
sample_9674,0.114,0.594,0.513,0.592,0.717,0.613
sample_9675,0.114,0.597,0.523,0.595,0.738,0.605
sample_9676,0.114,0.603,0.523,0.6,0.725,0.596
sample_9677,0.114,0.605,0.518,0.607,0.752,0.598
sample_9678,0.114,0.604,0.53,0.61,0.724,0.595
sample_9679,0.114,0.605,0.512,0.611,0.725,0.598
sample_9680,0.114,0.603,0.491,0.612,0.748,0.604
sample_9681,0.196,0.601,0.501,0.614,0.734,0.6
sample_9682,0.196,0.598,0.512,0.616,0.758,0.596
sample_9683,0.196,0.594,0.522,0.615,0.715,0.599
sample_9684,0.196,0.59,0.529,0.605,0.726,0.602
sample_9685,0.196,0.59,0.528,0.588,0.734,0.601
sample_9686,0.196,0.593,0.533,0.584,0.702,0.607
sample_9687,0.196,0.596,0.534,0.587,0.763,0.604
sample_9688,0.196,0.597,0.531,0.584,0.76,0.6
sample_9689,0.196,0.599,0.522,0.574,0.747,0.605
sample_9690,0.196,0.601,0.503,0.572,0.762,0.609
sample_9691,0.196,0.601,0.502,0.574,0.719,0.605
sample_9692,0.196,0.603,0.523,0.578,0.724,0.597
sample_9693,0.196,0.603,0.528,0.584,0.718,0.602
sample_9694,0.196,0.598,0.506,0.588,0.727,0.609
sample_9695,0.196,0.597,0.503,0.591,0.771,0.605
sample_9696,0.196,0.598,0.519,0.589,0.733,0.595
sample_9697,0.196,0.598,0.528,0.587,0.719,0.591
sample_9698,0.196,0.601,0.527,0.583,0.704,0.596
sample_9699,0.196,0.6,0.509,0.576,0.714,0.607
sample_9700,0.196,0.6,0.495,0.573,0.76,0.611
sample_9701,0.156,0.605,0.495,0.579,0.735,0.614
sample_9702,0.156,0.608,0.496,0.586,0.721,0.61
sample_9703,0.156,0.614,0.506,0.592,0.736,0.601
sample_9704,0.156,0.621,0.52,0.593,0.715,0.595
sample_9705,0.156,0.628,0.529,0.591,0.723,0.588
sample_9706,0.156,0.631,0.51,0.595,0.722,0.594
sample_9707,0.156,0.632,0.478,0.6,0.755,0.611
sample_9708,0.156,0.627,0.503,0.612,0.77,0.599
sample_9709,0.156,0.62,0.524,0.629,0.719,0.59
sample_9710,0.156,0.617,0.514,0.631,0.72,0.599
sample_9711,0.156,0.614,0.52,0.627,0.713,0.603
sample_9712,0.156,0.611,0.513,0.632,0.705,0.604
sample_9713,0.156,0.607,0.524,0.627,0.742,0.596
sample_9714,0.156,0.606,0.529,0.615,0.546,0.599
sample_9715,0.156,0.614,0.53,0.612,0.281,0.442
sample_9716,0.156,0.621,0.523,0.615,0.182,0.197
sample_9717,0.156,0.621,0.515,0.614,0.122,0.115
sample_9718,0.156,0.624,0.52,0.61,0.125,0.0614
sample_9719,0.156,0.63,0.524,0.616,0.109,0.0171
sample_9720,0.156,0.626,0.502,0.624,0.0696,0.0211
sample_9721,0.108,0.622,0.501,0.637,0.0978,0.0247
sample_9722,0.108,0.624,0.519,0.647,0.0867,0.0264
sample_9723,0.108,0.622,0.511,0.656,0.0609,0.0287
sample_9724,0.108,0.618,0.505,0.662,0.093,0.0267
sample_9725,0.108,0.616,0.504,0.659,0.0583,0.0284
sample_9726,0.108,0.612,0.499,0.659,0.0596,0.0345
sample_9727,0.108,0.61,0.495,0.667,0.0565,0.0328
sample_9728,0.108,0.61,0.496,0.669,0.0414,0.0275
sample_9729,0.108,0.607,0.508,0.662,0.0971,0.0261
sample_9730,0.108,0.604,0.522,0.661,0.0765,0.026
sample_9731,0.108,0.604,0.514,0.665,0.0662,0.0253
sample_9732,0.108,0.609,0.518,0.658,0.102,0.023
sample_9733,0.108,0.609,0.528,0.65,0.09,0.0255
sample_9734,0.108,0.604,0.518,0.651,0.097,0.0297
sample_9735,0.108,0.605,0.514,0.656,0.0668,0.0306
sample_9736,0.108,0.611,0.53,0.652,0.0519,0.0255
sample_9737,0.108,0.617,0.515,0.643,0.114,0.0298
sample_9738,0.108,0.621,0.49,0.651,0.0872,0.0344
sample_9739,0.108,0.627,0.492,0.667,0.0638,0.0313
sample_9740,0.108,0.632,0.495,0.674,0.0689,0.0297
sample_9741,0.147,0.628,0.491,0.676,0.0672,0.029
sample_9742,0.147,0.628,0.493,0.686,0.109,0.0281
sample_9743,0.147,0.627,0.508,0.692,0.0587,0.0213
sample_9744,0.147,0.619,0.521,0.687,0.034,0.0222
sample_9745,0.147,0.611,0.521,0.695,0.102,0.0257
sample_9746,0.147,0.614,0.51,0.694,0.0934,0.0282
sample_9747,0.147,0.616,0.501,0.683,0.0923,0.0343
sample_9748,0.147,0.614,0.512,0.686,0.0797,0.0304
sample_9749,0.147,0.613,0.53,0.678,0.077,0.0223
sample_9750,0.147,0.608,0.516,0.672,0.118,0.0293
sample_9751,0.147,0.602,0.495,0.666,0.09,0.0416
sample_9752,0.147,0.599,0.493,0.665,0.0685,0.0401
sample_9753,0.147,0.567,0.489,0.664,0.0924,0.025
sample_9754,0.147,0.517,0.456,0.644,0.0851,0.0266
sample_9755,0.147,0.506,0.436,0.625,0.102,0.0363
sample_9756,0.147,0.516,0.456,0.618,0.0526,0.0273
sample_9757,0.147,0.52,0.433,0.613,0.0353,0.0322
sample_9758,0.147,0.524,0.422,0.616,0.11,0.0318
sample_9759,0.147,0.529,0.441,0.621,0.0767,0.0251
sample_9760,0.147,0.527,0.433,0.626,0.0627,0.0242
sample_9761,0.13,0.524,0.417,0.633,0.0908,0.026
sample_9762,0.13,0.524,0.431,0.636,0.0664,0.0248
sample_9763,0.13,0.523,0.435,0.638,0.0732,0.0175
sample_9764,0.13,0.519,0.417,0.643,0.0459,0.0253
sample_9765,0.13,0.516,0.408,0.65,0.0627,0.0342
sample_9766,0.13,0.515,0.419,0.649,0.117,0.0301
sample_9767,0.13,0.511,0.432,0.644,0.0438,0.028
sample_9768,0.13,0.505,0.425,0.638,0.0284,0.0284
sample_9769,0.13,0.502,0.434,0.632,0.0784,0.0256
sample_9770,0.13,0.503,0.446,0.629,0.0818,0.0234
sample_9771,0.13,0.503,0.429,0.627,0.0908,0.0241
sample_9772,0.13,0.504,0.422,0.625,0.0465,0.0288
sample_9773,0.13,0.503,0.439,0.621,0.0303,0.0274
sample_9774,0.13,0.501,0.438,0.618,0.102,0.0243
sample_9775,0.13,0.499,0.441,0.614,0.0741,0.0217
sample_9776,0.13,0.501,0.426,0.613,0.0623,0.0247
sample_9777,0.13,0.509,0.405,0.616,0.0969,0.0308
sample_9778,0.13,0.519,0.424,0.625,0.0682,0.0265
sample_9779,0.13,0.528,0.44,0.631,0.0842,0.0239
sample_9780,0.13,0.533,0.438,0.637,0.0456,0.0243
sample_9781,0.105,0.536,0.433,0.649,0.0291,0.0158
sample_9782,0.105,0.539,0.413,0.653,0.113,0.0223
sample_9783,0.105,0.542,0.414,0.671,0.0938,0.0271
